name,grade,type,bolts,length,pitches,first_ascent,route_setter,url,area_url
Vía s/n 1,6a,sport,,30m,1,,,https://www.thecrag.com/en/climbing/argentina/route/9185071506,https://www.thecrag.com/en/climbing/argentina/area/1214939286
Vía s/n 2,6b,sport,,20m,,,,https://www.thecrag.com/en/climbing/argentina/route/9185072964,https://www.thecrag.com/en/climbing/argentina/area/1214939286
Vía s/n 3,6a,sport,,25m,,,,https://www.thecrag.com/en/climbing/argentina/route/9185073945,https://www.thecrag.com/en/climbing/argentina/area/1214939286
Vía s/n 4,6a,sport,,15m,,,,https://www.thecrag.com/en/climbing/argentina/route/9185080806,https://www.thecrag.com/en/climbing/argentina/area/1214939286
Vía s/n 5,6a,sport,,15m,,,,https://www.thecrag.com/en/climbing/argentina/route/9185082921,https://www.thecrag.com/en/climbing/argentina/area/1214939286
Vía s/n 7,6b,sport,,,,,,https://www.thecrag.com/en/climbing/argentina/route/9185114475,https://www.thecrag.com/en/climbing/argentina/area/1214939286
La gallinita,6b,sport,10,25m,,,,https://www.thecrag.com/en/climbing/argentina/route/2097254685,https://www.thecrag.com/en/climbing/argentina/area/2097249663
Mugrienta,6b,sport,,15m,,P. Pontoriero / M. Finster,,https://www.thecrag.com/en/climbing/argentina/route/7068029244,https://www.thecrag.com/en/climbing/argentina/area/7067540082
Astroboy,7a,sport,,15m,,P. Pontoriero / M. Finster,,https://www.thecrag.com/en/climbing/argentina/route/7068029331,https://www.thecrag.com/en/climbing/argentina/area/7067540082
Bidedo falángico,6c,sport,,15m,,P. Pontoriero / M. Finster,,https://www.thecrag.com/en/climbing/argentina/route/7068029418,https://www.thecrag.com/en/climbing/argentina/area/7067540082
Trucha (variante de Bidedo),6b+,sport,,15m,,G. Fuentes / M. Sierra,,https://www.thecrag.com/en/climbing/argentina/route/7068029505,https://www.thecrag.com/en/climbing/argentina/area/7067540082
Arcoiris (Variante de La Fisura),7a,sport,,15m,,G. Fuentes / M. Sierra,,https://www.thecrag.com/en/climbing/argentina/route/7068029592,https://www.thecrag.com/en/climbing/argentina/area/7067540082
La Fisura,6b+,sport,,15m,,P. Pontoriero / M. Finster,,https://www.thecrag.com/en/climbing/argentina/route/7068029679,https://www.thecrag.com/en/climbing/argentina/area/7067540082
Pingocho,6c,sport,,15m,,P. Pontoriero / M. Finster,,https://www.thecrag.com/en/climbing/argentina/route/7068029766,https://www.thecrag.com/en/climbing/argentina/area/7067540082
Entopitanga,5+,sport,,15m,,D. Seeliger,,https://www.thecrag.com/en/climbing/argentina/route/7068029853,https://www.thecrag.com/en/climbing/argentina/area/7067540082
Entre trancos,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182014289,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Os enrolados,V,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182014478,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Espelhada,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182014664,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Sete as 10,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182014853,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Cicatrizes,Vsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182015048,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Primeira vez,V,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182015258,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Macacos me mordam,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182015444,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Escalango,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182015621,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
kal clivis,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182015801,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Antes tarde do que nunca,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182015981,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Tomando na festa,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182016203,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Let’s go auau,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182016377,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Pequenina,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182016557,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Só‐zin,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182016728,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Marreta voadora,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182016965,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Um‐dois,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182017145,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Escalando as avessas,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182017325,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Stone rain,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182017526,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Racha do morcego,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182017712,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Vai quem que,VIIc,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182017883,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Chora cadela,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182018045,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Saudades da Lapinha,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182018192,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Cinquenta e um,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182018336,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Whiskadão,V,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182018528,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Espank Punk,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182018729,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Oé‐oé,VIIc,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182018948,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Azulejada,VIIc,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182019146,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Teimozinha,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182019350,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Pra mim aperta,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182019545,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Ta tenes,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182347142,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Eclipse,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182347337,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Uni‐inverso,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182347541,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Fogo na bomba,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182347703,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Sunset,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182347898,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Equilibrius,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182348108,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Mandiocas climb,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182348300,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Restos de um gigante,IXb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182348465,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Calada da noite,VIIIc,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182348609,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
O calor é sólido,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182348780,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Universo vertical,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182348933,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Tão perto e distante,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182349119,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Neurônios descontrolados,VIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182349314,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Cheirando cola,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182349479,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
O trono,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182349659,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Mandrake,VIIIc,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182349842,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Rachando o côco,VIIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182350010,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Vitória-Minas,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182350196,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Poc‐poc2,VIIc,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182350409,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Urubuservando,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182350592,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Poc‐poc1,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182350766,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Das pedras,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182350910,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Morcegóides,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182351057,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Cachorro morto,VIsup,trad,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182351213,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Calango voador,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182351378,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Tecnik,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182351612,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Dispô na espô,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182351795,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Espô na dispô,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182352017,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Juliana,Vsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1182352203,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Urubu malandro,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183221966,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
As aparências enganam,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183222185,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Da puta,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183222395,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Erro de percurso,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183222605,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Engano seu,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183222815,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Escorpião,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183223007,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Estilo Recanto,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183223241,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Recruta Zero,VI,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183223460,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Disque bunda,VIsup,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183223682,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Crentódroma,VIIa,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183223868,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
Odisséia na Babilônia,VIIIb,sport,,,,,,https://www.thecrag.com/en/climbing/brazil/minas-gerais/route/1183224033,https://www.thecrag.com/en/climbing/brazil/minas-gerais/area/1181671152
